Date,Open,High,Low,Close,Adj Close,Volume
11/1/2018,65.110001,65.660004,60.880001,63.650002,55.492344,72960300
12/1/2018,63.610001,63.919998,55.110001,57.009998,50.147343,51183200
1/1/2019,56.779999,59.950001,56.110001,59.009998,51.906582,45591700
2/1/2019,59.209999,59.490002,54.139999,56.259998,49.487625,75141700
3/1/2019,56.41,57.810001,53.139999,57.380001,50.472813,52947000
4/1/2019,57.5,60.459999,55.5,60.299999,53.56908,44168200
5/1/2019,60.27,60.439999,51.34,52.560001,46.693054,51747700
6/1/2019,52.560001,57.189999,52.439999,53.57,48.107502,43216300
7/1/2019,53.91,59.48,53.169998,58.220001,52.28334,60465000
8/1/2019,60.93,65.589996,60.189999,62.799999,56.396324,63425200
9/1/2019,63,64.989998,62.5,64.349998,58.316223,37846100
10/1/2019,64.400002,64.699997,60.650002,63.529999,57.573105,38590700
11/1/2019,63.470001,65.940002,63.040001,65.120003,59.014027,31191600
12/1/2019,64.919998,69.32,64.57,69.160004,63.224499,30360100
1/1/2020,69.129997,71.050003,67.379997,68.209999,62.356022,35114200
2/1/2020,68.580002,69.660004,57.709999,60.470001,55.280293,51064900
3/1/2020,60.209999,70.360001,52.66,59.990002,54.841488,68051800
4/1/2020,59.009998,67.889999,58.369999,65.5,60.448395,48027400
5/1/2020,65.199997,65.849998,60.720001,65.309998,60.273045,42284800
6/1/2020,65.529999,68.550003,62.720001,66.059998,61.501068,58523300
7/1/2020,66.07,72.879997,65.480003,68.989998,64.228867,44562600
8/1/2020,69,71.139999,67.910004,70.910004,66.016357,30596500
9/1/2020,70.440002,71.650002,60.84,64.589996,60.622372,53733900
10/1/2020,64.720001,67.870003,62.560001,62.889999,59.026798,35161800
11/1/2020,63.759998,67.019997,62.099998,63.91,59.984146,39157400
12/1/2020,63.709999,63.970001,60.639999,62.23,58.936546,46989300
1/1/2021,62.02,63.419998,57.040001,58.939999,55.820663,69216300
2/1/2021,58.939999,60.099998,56.610001,57.709999,54.655758,73157400
3/1/2021,57.200001,65.32,56.75,63.299999,59.949917,77035500
4/1/2021,63.209999,64.93,61.849998,62.419998,59.706203,51426900
5/1/2021,62.439999,68.599998,61.880001,65.489998,62.642731,60978000
6/1/2021,65.639999,67.07,62.700001,64.330002,62.082573,47310500
7/1/2021,64.330002,65.599998,62.509998,63.360001,61.146465,38612600
8/1/2021,63.41,67.07,62,63.139999,60.934143,46943000
9/1/2021,63.200001,65.779999,61.700001,63.919998,62.258614,42267000
10/1/2021,64.080002,64.889999,60.959999,61.299999,59.706715,40964600
11/1/2021,61.41,64.360001,60.970001,61.18,59.589836,40589700
12/1/2021,61.290001,66.330002,61.009998,64.419998,63.320633,45829100
1/1/2022,64.419998,67.809998,62.509998,63,61.92487,47246600
2/1/2022,63,66.870003,61.130001,63.939999,62.848827,56175900
3/1/2022,63.77,66.57,59.540001,64.489998,63.954197,56374500
4/1/2022,64.760002,70.209999,64.139999,68.5,67.930885,39233400
5/1/2022,69.209999,75.559998,65.970001,69.739998,69.160576,74876900
6/1/2022,69.610001,72.089996,66.400002,71.339996,71.339996,65730800
7/1/2022,71.529999,74.389999,70.550003,71.709999,71.709999,29247500
